payment_id,order_id,method,amount,payment_date
5095,6004,gift_card,875.14,2025-04-03
5096,6005,gift_card,2311.24,2024-05-23
5097,6006,paypal,432.78,2024-11-04
5098,6007,credit_card,1725.0,2024-06-16
5099,6008,paypal,2095.5,2025-03-30
5100,6009,paypal,3416.85,2025-03-27
5101,6010,credit_card,1172.01,2024-05-21
5102,6012,credit_card,2719.1,2024-10-03
5103,6013,paypal,762.64,2024-06-19
5104,6015,bank_transfer,4641.47,2024-12-21
5105,6018,gift_card,2123.05,2024-10-17
5106,6019,credit_card,2454.65,2025-03-27
5107,6021,paypal,1395.24,2024-10-27
5108,6024,credit_card,2139.31,2024-12-11
5109,6025,bank_transfer,288.11,2024-05-24
5110,6027,bank_transfer,2723.19,2024-06-15
5111,6028,credit_card,1071.34,2024-06-17
5112,6030,paypal,3541.84,2025-01-14
5113,6031,paypal,2644.23,2025-03-23
5114,6032,credit_card,337.21,2024-12-10
5115,6033,paypal,126.89,2025-01-04
5116,6034,paypal,3584.15,2025-03-29
5117,6035,credit_card,1167.24,2025-01-21
5118,6036,credit_card,2502.88,2024-10-30
5119,6037,credit_card,1737.48,2024-10-22
5120,6038,gift_card,1757.7,2024-12-26
5121,6039,bank_transfer,3449.91,2024-10-15
5122,6042,bank_transfer,1083.13,2024-06-12
5123,6043,gift_card,162.16,2024-12-20
5124,6044,gift_card,4495.92,2024-12-11
5125,6045,paypal,1632.97,2024-08-22
5126,6046,gift_card,2062.52,2024-10-08
5127,6047,paypal,1230.42,2024-10-23
5128,6048,gift_card,2890.18,2024-05-14
5129,6049,gift_card,1770.2,2024-12-07
5130,6050,gift_card,1184.32,2025-04-30
5131,6051,gift_card,1135.08,2024-12-29
5132,6052,credit_card,1598.26,2024-09-28
5133,6053,paypal,1157.63,2025-01-18
5134,6054,credit_card,4462.36,2024-05-20
5135,6055,gift_card,3033.01,2024-12-01
5136,6056,bank_transfer,2813.74,2024-10-29
5137,6057,credit_card,198.45,2024-08-16
5138,6058,gift_card,5015.39,2024-12-28
5139,6059,credit_card,4624.04,2024-10-11
5140,6060,gift_card,1653.35,2025-03-18
5141,6062,gift_card,704.16,2025-04-03
5142,6063,credit_card,2344.42,2024-06-30
5143,6064,paypal,1158.09,2024-07-01
5144,6065,bank_transfer,1472.1,2024-12-24
5145,6066,bank_transfer,3588.42,2025-04-04
5146,6067,gift_card,1560.47,2025-04-28
5147,6068,paypal,2434.9,2024-11-15
5148,6069,credit_card,4287.96,2024-07-26
5149,6070,gift_card,2165.3,2024-05-08
5150,6071,gift_card,2886.49,2024-11-16
5151,6072,credit_card,2210.84,2025-01-16
5152,6073,bank_transfer,3948.09,2025-02-17
5153,6074,credit_card,4567.52,2024-11-10
5154,6075,bank_transfer,4609.88,2024-11-27
5155,6077,gift_card,3852.79,2024-09-01
5156,6078,bank_transfer,1287.76,2025-02-04
5157,6079,credit_card,2941.34,2024-10-31
5158,6082,credit_card,2657.28,2024-12-07
5159,6083,paypal,403.08,2024-11-27
5160,6084,bank_transfer,507.84,2024-11-14
5161,6085,paypal,1027.55,2025-04-20
5162,6086,gift_card,1939.85,2024-11-13
5163,6087,gift_card,844.72,2024-07-01
5164,6088,bank_transfer,1551.69,2024-08-10
5165,6089,paypal,3050.65,2025-02-28
5166,6090,bank_transfer,2666.69,2024-07-26
5167,6092,credit_card,1002.31,2024-09-16
5168,6093,paypal,2748.29,2024-12-30
5169,6094,gift_card,3416.71,2024-10-06
5170,6095,credit_card,1315.51,2024-11-25
5171,6096,gift_card,993.93,2025-02-13
5172,6097,bank_transfer,4171.12,2024-10-01
5173,6098,bank_transfer,1610.69,2024-11-28
5174,6099,credit_card,1452.7,2025-01-23
5175,6102,credit_card,2859.04,2024-10-22
5176,6103,bank_transfer,2124.86,2024-08-10
5177,6104,credit_card,1494.37,2025-04-24
5178,6105,credit_card,2054.52,2024-11-14
5179,6107,gift_card,1556.13,2025-05-01
5180,6108,gift_card,3499.78,2025-01-28
5181,6109,gift_card,2880.19,2024-08-03
5182,6111,bank_transfer,986.46,2025-04-04
5183,6112,bank_transfer,3934.31,2025-03-02
5184,6113,credit_card,4388.26,2024-05-15
5185,6114,bank_transfer,2251.22,2024-12-10
5186,6115,credit_card,1460.1,2025-02-04
5187,6117,paypal,4894.7,2024-05-28
5188,6118,paypal,2743.16,2025-04-18
5189,6119,bank_transfer,1508.36,2024-09-05
5190,6120,gift_card,729.14,2024-08-09
5191,6121,paypal,3995.19,2024-11-07
5192,6122,credit_card,1907.58,2025-03-14
5193,6123,credit_card,1032.75,2024-09-08
5194,6124,credit_card,1833.95,2024-12-18
5195,6125,paypal,3881.62,2024-09-16
5196,6126,bank_transfer,1872.35,2024-05-07
5197,6127,credit_card,1438.2,2024-06-15
5198,6128,bank_transfer,894.62,2025-03-15
5199,6129,bank_transfer,2064.78,2024-07-17
5200,6130,gift_card,2974.66,2025-03-27
5201,6131,bank_transfer,1080.6,2025-02-22
5202,6132,credit_card,5006.74,2025-03-11
5203,6133,bank_transfer,910.21,2025-05-01
5204,6134,credit_card,1652.31,2024-07-25
5205,6135,paypal,1537.26,2024-09-28
5206,6136,bank_transfer,190.72,2024-10-23
5207,6138,bank_transfer,16.5,2024-07-01
5208,6140,bank_transfer,4827.85,2025-01-13
5209,6141,gift_card,2485.05,2024-06-07
5210,6142,gift_card,251.94,2024-05-27
5211,6143,credit_card,2540.04,2025-03-21
5212,6144,bank_transfer,1186.34,2024-09-07
5213,6145,paypal,891.87,2024-09-27
5214,6146,gift_card,3181.15,2024-10-21
5215,6147,paypal,498.99,2025-02-21
5216,6148,bank_transfer,318.23,2025-02-12
5217,6149,paypal,1719.93,2024-11-20
5218,6150,paypal,3791.45,2024-05-29
5219,6151,paypal,2368.06,2024-08-16
5220,6152,gift_card,2589.79,2024-05-10
5221,6153,gift_card,2308.15,2024-11-26
5222,6154,bank_transfer,3556.26,2024-07-01
5223,6155,gift_card,2454.65,2025-04-18
5224,6156,credit_card,3080.81,2024-11-25
5225,6158,credit_card,297.58,2024-08-25
5226,6159,paypal,1969.27,2025-02-17
5227,6160,bank_transfer,1524.02,2025-03-23
5228,6161,credit_card,2824.02,2024-10-05
5229,6162,credit_card,1597.8,2024-08-31
5230,6163,gift_card,866.8,2025-04-30
5231,6164,paypal,2203.34,2024-12-25
5232,6165,paypal,519.33,2025-01-05
5233,6166,paypal,752.24,2025-03-20
5234,6167,credit_card,2341.2,2025-03-21
5235,6168,bank_transfer,3904.13,2025-03-06
5236,6169,gift_card,5915.24,2025-03-12
5237,6170,bank_transfer,3437.75,2025-03-14
5238,6171,paypal,1820.6,2024-06-19
5239,6173,bank_transfer,3078.12,2024-08-03
5240,6176,gift_card,3401.55,2024-10-11
5241,6177,bank_transfer,897.04,2025-03-07
5242,6178,gift_card,985.16,2024-09-04
5243,6179,gift_card,1174.94,2024-05-23
5244,6180,gift_card,2402.45,2024-12-10
5245,6181,bank_transfer,126.13,2024-08-18
5246,6182,bank_transfer,2653.05,2025-01-18
5247,6183,bank_transfer,4016.32,2025-01-06
5248,6184,gift_card,746.16,2024-07-05
5249,6185,credit_card,3154.01,2025-01-14
5250,6186,bank_transfer,854.94,2025-03-13
5251,6187,bank_transfer,1930.19,2025-02-28
5252,6188,gift_card,1451.75,2024-07-25
5253,6189,credit_card,3840.01,2025-01-12
5254,6190,gift_card,1370.23,2024-06-11
5255,6191,bank_transfer,759.14,2024-09-26
5256,6192,bank_transfer,2620.99,2025-04-20
5257,6193,bank_transfer,2300.91,2024-12-09
5258,6194,bank_transfer,3069.11,2024-10-07
5259,6195,gift_card,4151.1,2025-01-04
5260,6196,bank_transfer,897.02,2024-08-02
5261,6197,credit_card,1772.85,2024-11-01
5262,6198,credit_card,418.3,2024-11-29
5263,6199,bank_transfer,284.39,2024-06-03
5264,6201,gift_card,1729.17,2024-07-26
5265,6202,paypal,3634.53,2024-06-17
5266,6204,credit_card,3643.39,2025-01-09
5267,6206,credit_card,1818.78,2024-12-24
5268,6207,credit_card,3028.92,2024-05-25
5269,6208,paypal,4238.0,2024-09-20
5270,6209,gift_card,1447.0,2024-06-13
5271,6211,bank_transfer,1577.21,2025-02-10
5272,6212,paypal,3283.13,2024-05-30
5273,6213,credit_card,24.43,2025-02-03
5274,6214,credit_card,1662.67,2024-08-03
5275,6215,gift_card,911.4,2024-09-26
5276,6216,gift_card,1737.48,2025-03-10
5277,6217,bank_transfer,2523.68,2024-12-14
5278,6218,paypal,5611.36,2025-03-11
5279,6220,paypal,35.15,2024-05-11
5280,6221,bank_transfer,2251.39,2024-08-19
5281,6222,paypal,4723.27,2025-04-19
5282,6223,paypal,914.29,2024-10-20
5283,6224,paypal,2258.98,2024-12-20
5284,6225,bank_transfer,2817.18,2024-05-19
5285,6226,credit_card,1502.19,2024-08-30
5286,6227,paypal,4358.56,2024-10-17
5287,6229,bank_transfer,248.8,2024-08-28
5288,6230,credit_card,2234.18,2024-08-20
5289,6231,credit_card,2688.6,2024-12-20
5290,6232,bank_transfer,1573.24,2024-08-13
5291,6233,paypal,400.2,2024-05-27
5292,6234,paypal,109.88,2025-02-24
5293,6235,credit_card,5840.15,2024-09-15
5294,6236,credit_card,2545.09,2025-01-21
5295,6237,bank_transfer,3984.6,2025-03-11
5296,6238,gift_card,2531.2,2024-12-02
5297,6239,bank_transfer,845.56,2024-05-29
5298,6240,gift_card,3257.44,2024-09-06
5299,6241,bank_transfer,4614.86,2024-06-10
5300,6242,bank_transfer,1589.42,2024-12-22
5301,6243,gift_card,913.55,2025-02-21
5302,6244,gift_card,2825.52,2024-07-27
5303,6246,bank_transfer,3917.18,2024-08-09
5304,6247,bank_transfer,370.42,2025-04-20
5305,6249,credit_card,5749.13,2024-11-10
5306,6250,bank_transfer,488.27,2024-12-05
5307,6251,credit_card,2315.92,2024-12-06
5308,6252,paypal,2955.54,2025-04-12
5309,6254,paypal,2254.03,2025-04-05
5310,6255,bank_transfer,2302.82,2025-01-30
5311,6256,bank_transfer,2590.85,2025-01-02
5312,6257,paypal,1695.27,2024-05-31
5313,6258,credit_card,79.75,2024-12-29
5314,6260,bank_transfer,1533.53,2024-07-02
5315,6261,gift_card,1032.32,2024-10-16
5316,6262,credit_card,6769.12,2025-03-05
5317,6263,credit_card,2725.27,2025-03-24
5318,6265,gift_card,1864.42,2024-12-19
5319,6266,gift_card,901.56,2024-05-22
5320,6267,gift_card,633.54,2024-05-10
5321,6268,bank_transfer,1514.84,2024-12-31
5322,6269,bank_transfer,34.72,2024-11-11
5323,6270,bank_transfer,5624.46,2025-03-26
5324,6271,bank_transfer,4387.88,2024-10-16
5325,6273,credit_card,2087.6,2024-05-21
5326,6274,credit_card,2912.8,2025-01-06
5327,6275,gift_card,1578.68,2024-10-15
5328,6277,gift_card,292.1,2025-04-27
5329,6278,credit_card,1597.04,2024-11-20
5330,6279,paypal,4944.21,2024-06-01
5331,6280,gift_card,2879.59,2025-04-14
5332,6281,credit_card,40.34,2025-03-20
5333,6282,credit_card,299.64,2024-08-22
5334,6283,paypal,358.27,2024-08-30
5335,6284,paypal,181.18,2025-04-03
5336,6285,gift_card,1661.24,2024-06-03
5337,6286,credit_card,7855.0,2024-10-14
5338,6287,gift_card,337.52,2025-04-17
5339,6288,bank_transfer,1867.06,2025-01-05
5340,6289,bank_transfer,2301.3,2024-10-14
5341,6290,bank_transfer,1241.56,2025-04-06
5342,6291,paypal,5358.74,2025-02-08
5343,6293,credit_card,3597.61,2024-06-09
5344,6296,paypal,322.08,2025-02-19
5345,6297,paypal,2986.17,2024-11-01
5346,6299,bank_transfer,3979.37,2024-07-01
5347,6300,credit_card,1048.08,2025-03-22
5348,6301,bank_transfer,1725.25,2024-12-25
5349,6302,credit_card,2367.82,2024-08-20
5350,6303,paypal,358.29,2024-07-04
5351,6304,bank_transfer,830.39,2024-05-02
5352,6305,gift_card,166.6,2024-10-08
5353,6306,credit_card,2233.75,2025-04-14
5354,6308,bank_transfer,6836.93,2024-11-01
5355,6309,credit_card,932.28,2024-05-23
5356,6311,credit_card,3060.29,2024-05-15
5357,6312,paypal,3820.03,2024-09-12
5358,6313,bank_transfer,1129.29,2025-02-12
5359,6314,bank_transfer,2248.8,2024-11-21
5360,6315,bank_transfer,4524.43,2025-02-14
5361,6318,credit_card,3666.57,2024-07-02
5362,6319,bank_transfer,408.41,2024-08-19
5363,6320,paypal,2334.48,2025-01-21
5364,6321,gift_card,875.8,2024-05-07
5365,6322,bank_transfer,2333.31,2024-08-11
5366,6323,gift_card,4782.45,2024-12-28
5367,6325,bank_transfer,544.65,2024-11-05
5368,6326,bank_transfer,4640.27,2024-11-07
5369,6327,credit_card,3219.69,2025-02-01
5370,6328,bank_transfer,5507.29,2025-01-22
5371,6330,gift_card,729.8,2025-01-31
5372,6332,credit_card,4479.19,2025-01-28
5373,6333,gift_card,885.26,2024-11-06
5374,6334,gift_card,1781.4,2024-07-11
5375,6335,paypal,780.59,2024-08-19
5376,6336,credit_card,810.45,2024-05-03
5377,6339,credit_card,1503.84,2024-05-23
5378,6341,paypal,1699.15,2024-06-05
5379,6342,bank_transfer,461.53,2024-09-19
5380,6343,gift_card,2734.52,2024-05-26
5381,6344,gift_card,2663.02,2025-02-15
5382,6345,paypal,3317.61,2025-03-05
5383,6346,credit_card,3317.78,2024-11-20
5384,6347,bank_transfer,3930.78,2025-04-04
5385,6348,paypal,38.08,2024-10-09
5386,6349,credit_card,960.98,2024-06-05
5387,6350,bank_transfer,3173.27,2024-10-21
5388,6351,gift_card,3042.23,2024-09-14
5389,6352,credit_card,822.0,2024-12-18
5390,6353,paypal,2069.94,2024-12-04
5391,6354,credit_card,2707.04,2024-12-23
5392,6355,paypal,2483.3,2024-10-17
5393,6356,gift_card,3898.04,2024-07-12
5394,6357,paypal,1447.26,2025-02-26
5395,6359,paypal,949.34,2025-01-25
5396,6360,credit_card,2554.59,2024-08-29
5397,6361,gift_card,963.56,2024-12-25
5398,6362,bank_transfer,985.52,2024-08-29
5399,6363,gift_card,2137.05,2025-01-03
5400,6364,paypal,1170.35,2025-04-27
5401,6365,paypal,865.92,2024-10-31
5402,6366,paypal,1474.99,2024-10-11
5403,6368,paypal,2443.82,2025-01-08
5404,6369,credit_card,637.88,2024-06-09
5405,6370,credit_card,3560.73,2024-12-25
5406,6371,credit_card,1610.36,2024-08-15
5407,6374,credit_card,5382.99,2024-09-13
5408,6376,credit_card,1710.74,2024-11-14
5409,6377,bank_transfer,6958.96,2025-05-01
5410,6378,bank_transfer,378.39,2024-07-23
5411,6379,credit_card,4041.51,2024-07-13
5412,6380,bank_transfer,5145.94,2024-09-18
5413,6381,gift_card,2399.04,2024-05-31
5414,6382,bank_transfer,1927.48,2024-12-19
5415,6383,gift_card,4206.95,2024-12-12
5416,6384,paypal,309.3,2024-05-18
5417,6385,paypal,1389.07,2024-06-04
5418,6386,bank_transfer,2962.0,2024-05-05
5419,6387,credit_card,4191.79,2024-06-24
5420,6388,paypal,2911.85,2025-03-31
5421,6390,credit_card,1496.24,2025-03-13
5422,6391,paypal,5262.0,2024-10-04
5423,6392,gift_card,815.3,2024-08-02
5424,6393,gift_card,1982.99,2024-07-23
5425,6394,paypal,1565.15,2024-08-13
5426,6395,bank_transfer,1753.28,2025-04-29
5427,6396,gift_card,1488.48,2024-12-30
5428,6397,bank_transfer,3358.79,2025-03-23
5429,6398,paypal,1852.0,2024-06-22
5430,6399,gift_card,308.91,2024-06-27
5431,6400,bank_transfer,386.46,2024-10-22
5432,6401,paypal,1016.88,2025-04-23
5433,6403,credit_card,801.56,2024-11-05
5434,6404,bank_transfer,2318.39,2025-01-28
5435,6405,gift_card,3018.91,2025-02-20
5436,6406,paypal,4344.18,2024-10-31
5437,6407,credit_card,1621.75,2024-05-22
5438,6408,paypal,354.11,2024-11-24
5439,6410,credit_card,1169.6,2024-12-11
5440,6411,credit_card,959.55,2024-08-27
5441,6412,gift_card,175.14,2025-03-29
5442,6413,credit_card,1460.71,2025-01-22
5443,6414,paypal,110.08,2024-07-07
5444,6415,credit_card,1410.34,2024-10-14
5445,6416,credit_card,1005.32,2024-11-15
5446,6417,bank_transfer,1413.44,2024-07-07
5447,6419,paypal,4333.97,2024-12-28
5448,6420,gift_card,3573.62,2025-01-11
5449,6422,credit_card,1617.08,2024-09-17
5450,6423,credit_card,1607.12,2025-02-13
5451,6424,credit_card,395.24,2024-09-23
5452,6427,credit_card,1984.46,2025-01-28
5453,6428,credit_card,5880.41,2024-08-20
5454,6429,credit_card,2634.95,2024-08-11
5455,6431,paypal,2280.74,2025-03-05
5456,6432,paypal,761.19,2024-07-11
5457,6433,gift_card,3662.32,2024-06-06
5458,6434,gift_card,2650.28,2024-08-05
5459,6435,credit_card,3650.41,2024-11-21
5460,6436,gift_card,920.25,2025-01-02
5461,6437,bank_transfer,1908.0,2024-05-03
5462,6439,gift_card,1478.96,2024-06-17
5463,6440,paypal,1518.28,2024-08-30
5464,6441,paypal,2448.9,2025-01-08
5465,6442,gift_card,4198.27,2025-03-30
5466,6443,bank_transfer,732.44,2024-09-12
5467,6444,paypal,2893.51,2024-11-03
5468,6446,gift_card,1384.56,2024-12-22
5469,6447,bank_transfer,4081.01,2024-08-18
5470,6448,paypal,1359.92,2025-02-28
5471,6449,credit_card,3513.84,2024-06-10
5472,6452,gift_card,3232.5,2025-04-06
5473,6453,credit_card,2948.9,2024-06-09
5474,6454,paypal,896.91,2024-07-23
5475,6455,gift_card,1537.03,2024-12-31
5476,6456,bank_transfer,1280.34,2024-11-28
5477,6457,gift_card,4679.2,2025-02-22
5478,6458,paypal,3813.74,2025-04-14
5479,6459,gift_card,2980.25,2024-09-20
5480,6460,paypal,828.74,2024-09-21
5481,6461,paypal,63.8,2025-03-11
5482,6462,gift_card,969.38,2024-08-05
5483,6463,paypal,4515.51,2024-07-02
5484,6464,credit_card,2438.86,2025-04-19
5485,6465,credit_card,5272.09,2025-05-01
5486,6467,credit_card,4315.06,2024-10-31
5487,6468,gift_card,3603.16,2024-09-21
5488,6469,credit_card,699.32,2024-05-07
5489,6471,bank_transfer,7265.16,2025-02-22
5490,6472,paypal,126.89,2024-07-25
5491,6473,paypal,662.97,2024-12-24
5492,6474,bank_transfer,2797.64,2024-11-09
5493,6475,gift_card,1759.8,2024-08-05
5494,6476,gift_card,2737.04,2024-06-16
5495,6477,credit_card,1089.4,2024-10-27
5496,6478,paypal,1661.54,2024-09-03
5497,6479,gift_card,3671.1,2025-04-14
5498,6480,gift_card,1258.82,2024-07-05
5499,6481,credit_card,1870.9,2025-03-14
5500,6483,bank_transfer,1082.25,2024-06-30
5501,6484,credit_card,1885.0,2025-01-20
5502,6485,bank_transfer,1362.0,2025-02-05
5503,6487,bank_transfer,1712.22,2024-06-27
5504,6488,bank_transfer,1254.18,2024-08-18
5505,6489,paypal,2095.48,2024-08-01
5506,6490,gift_card,2701.91,2024-08-06
5507,6491,paypal,215.94,2025-01-30
5508,6493,gift_card,776.54,2024-06-07
5509,6494,credit_card,4378.89,2025-02-12
5510,6495,paypal,1378.57,2024-07-22
5511,6496,gift_card,5906.96,2024-12-08
5512,6497,paypal,2269.33,2024-09-13
5513,6498,gift_card,945.04,2025-03-08
5514,6499,gift_card,3283.62,2025-02-13
5515,6500,paypal,1836.07,2024-11-07
5516,6502,bank_transfer,2411.98,2024-12-11
5517,6503,credit_card,1643.23,2025-04-13
5518,6504,bank_transfer,4587.82,2024-10-17
5519,6506,gift_card,236.28,2024-10-19
5520,6507,bank_transfer,5770.95,2024-07-04
5521,6508,paypal,379.57,2024-12-02
5522,6509,gift_card,3709.93,2024-05-05
5523,6510,bank_transfer,3658.22,2024-11-07
5524,6511,paypal,414.75,2024-07-17
5525,6512,bank_transfer,3139.68,2025-04-12
5526,6515,gift_card,1802.01,2024-05-11
5527,6516,gift_card,2490.08,2024-05-05
5528,6517,gift_card,2618.15,2024-10-13
5529,6518,bank_transfer,1365.12,2025-01-31
5530,6519,gift_card,4342.49,2024-08-12
5531,6520,gift_card,1279.49,2025-03-31
5532,6521,credit_card,4181.96,2025-01-25
5533,6522,paypal,28.26,2024-09-05
5534,6523,bank_transfer,286.84,2025-02-25
5535,6525,credit_card,6618.19,2025-02-06
5536,6526,bank_transfer,2467.6,2024-11-23
5537,6528,gift_card,380.02,2025-04-14
5538,6529,gift_card,701.26,2024-08-28
5539,6530,paypal,2187.96,2025-03-03
5540,6532,gift_card,1454.48,2024-07-06
5541,6533,gift_card,627.05,2024-12-27
5542,6534,paypal,1447.91,2025-04-15
5543,6538,paypal,1789.05,2025-03-31
5544,6540,gift_card,1657.7,2024-11-28
5545,6541,bank_transfer,4058.28,2024-07-03
5546,6542,credit_card,3066.76,2024-11-19
5547,6545,paypal,1270.42,2024-09-20
5548,6546,credit_card,3371.49,2025-02-11
5549,6547,paypal,2773.08,2024-09-13
5550,6548,gift_card,744.0,2024-11-20
5551,6549,bank_transfer,2744.98,2024-10-21
5552,6550,bank_transfer,2010.29,2025-02-15
5553,6552,gift_card,1377.0,2024-12-12
5554,6553,gift_card,1444.94,2024-07-13
5555,6554,paypal,2357.71,2025-04-04
5556,6555,credit_card,254.7,2025-02-10
5557,6556,bank_transfer,3348.05,2025-02-17
5558,6558,credit_card,2219.89,2024-05-13
5559,6559,paypal,2835.0,2025-02-22
5560,6560,credit_card,2535.95,2024-10-17
5561,6561,gift_card,3094.46,2025-04-07
5562,6562,credit_card,378.71,2025-02-18
5563,6563,paypal,487.23,2024-07-04
5564,6564,paypal,218.81,2025-01-03
5565,6566,paypal,4209.07,2024-09-19
5566,6567,credit_card,4384.44,2025-04-04
5567,6568,gift_card,1996.76,2024-11-15
5568,6569,gift_card,1769.52,2024-10-29
5569,6570,paypal,849.91,2025-02-09
5570,6571,paypal,1837.8,2024-07-26
5571,6572,gift_card,1276.78,2024-09-25
5572,6573,paypal,2347.09,2024-05-09
5573,6574,gift_card,1427.51,2024-11-21
5574,6575,bank_transfer,1296.96,2024-05-25
5575,6576,bank_transfer,1619.0,2024-09-23
5576,6577,bank_transfer,2610.02,2024-09-16
5577,6578,paypal,718.85,2024-11-28
5578,6579,credit_card,130.62,2024-06-24
5579,6580,credit_card,963.29,2025-03-20
5580,6581,gift_card,1854.92,2025-01-20
5581,6582,paypal,800.4,2024-06-24
5582,6583,credit_card,2229.38,2024-10-11
5583,6584,credit_card,2187.85,2024-06-25
5584,6586,bank_transfer,1297.53,2024-07-20
5585,6587,gift_card,1783.62,2025-05-02
5586,6588,bank_transfer,2262.86,2025-02-01
5587,6590,paypal,3757.1,2024-06-03
5588,6591,credit_card,4594.59,2024-10-07
5589,6592,bank_transfer,2340.8,2024-10-27
5590,6593,bank_transfer,3009.18,2024-09-25
5591,6594,credit_card,3939.09,2025-03-27
5592,6595,bank_transfer,3568.41,2024-05-08
5593,6596,bank_transfer,1533.3,2024-05-26
5594,6597,credit_card,522.75,2024-06-03
5595,6598,gift_card,2008.7,2024-09-21
5596,6600,credit_card,375.92,2025-03-29
5597,6601,bank_transfer,5486.46,2024-06-25
5598,6602,paypal,7676.55,2025-01-04
5599,6603,credit_card,2563.52,2025-05-03
5600,6604,bank_transfer,4050.61,2024-10-23
5601,6605,gift_card,2520.23,2025-02-17
5602,6606,credit_card,941.62,2024-05-11
5603,6607,gift_card,792.87,2025-02-27
5604,6608,bank_transfer,558.92,2024-07-24
5605,6609,paypal,927.84,2025-03-22
5606,6610,bank_transfer,542.34,2024-08-27
5607,6611,paypal,1519.86,2025-02-24
5608,6612,gift_card,1771.59,2024-06-09
5609,6613,credit_card,2971.03,2025-03-19
5610,6614,paypal,1882.07,2025-04-17
5611,6615,paypal,2450.95,2025-04-06
5612,6616,paypal,208.62,2024-08-21
5613,6617,paypal,2857.23,2025-04-29
5614,6618,bank_transfer,249.9,2024-10-23
5615,6619,bank_transfer,2041.61,2024-11-03
5616,6620,paypal,46.92,2025-04-28
5617,6621,credit_card,1498.1,2024-09-11
5618,6622,paypal,2088.3,2025-02-21
5619,6623,credit_card,517.89,2024-09-28
5620,6625,bank_transfer,3037.83,2025-01-30
5621,6627,gift_card,1923.11,2024-11-17
5622,6628,gift_card,910.72,2025-01-29
5623,6629,paypal,5106.39,2025-01-21
5624,6630,credit_card,4029.4,2024-10-13
5625,6631,gift_card,3839.15,2024-07-22
5626,6632,bank_transfer,2597.25,2025-02-12
5627,6635,gift_card,655.35,2024-08-01
5628,6636,credit_card,342.57,2024-10-21
5629,6637,paypal,889.86,2024-12-18
5630,6638,gift_card,1195.86,2024-12-15
5631,6639,credit_card,3828.49,2024-11-25
5632,6640,credit_card,876.1,2024-10-31
5633,6641,gift_card,6255.33,2024-05-06
5634,6642,credit_card,2923.01,2024-11-20
5635,6644,credit_card,3877.05,2025-04-02
5636,6645,paypal,2244.57,2025-03-13
5637,6646,bank_transfer,968.24,2025-01-27
5638,6647,bank_transfer,830.45,2025-03-29
5639,6648,bank_transfer,522.75,2024-09-08
5640,6649,paypal,723.28,2024-08-06
5641,6650,gift_card,2022.1,2024-11-16
5642,6653,paypal,933.92,2025-04-30
5643,6654,credit_card,2885.53,2024-12-16
5644,6655,credit_card,329.6,2024-11-30
5645,6656,bank_transfer,310.8,2025-02-12
5646,6657,bank_transfer,3858.76,2024-05-31
5647,6658,gift_card,3779.75,2025-03-06
5648,6659,credit_card,1975.32,2024-07-11
5649,6660,bank_transfer,2391.9,2025-01-29
5650,6661,paypal,4465.77,2024-06-28
5651,6662,credit_card,1174.74,2025-01-11
5652,6663,credit_card,1676.46,2025-03-04
5653,6664,gift_card,1321.59,2025-02-27
5654,6665,bank_transfer,974.76,2024-07-26
5655,6666,bank_transfer,1624.3,2025-01-14
5656,6667,paypal,1059.05,2025-04-06
5657,6668,paypal,1268.65,2024-12-25
5658,6669,credit_card,3221.28,2024-10-01
5659,6671,bank_transfer,821.1,2025-03-19
5660,6672,credit_card,2773.52,2024-09-06
5661,6675,gift_card,1737.97,2025-02-18
5662,6676,paypal,1545.48,2024-09-20
5663,6677,bank_transfer,3454.23,2025-03-27
5664,6678,bank_transfer,2726.22,2024-07-16
5665,6679,gift_card,4928.02,2025-02-19
5666,6680,paypal,2703.68,2025-01-09
5667,6681,paypal,1812.76,2024-11-09
5668,6683,gift_card,2868.14,2025-02-21
5669,6684,gift_card,963.56,2024-09-30
5670,6685,bank_transfer,935.34,2024-08-16
5671,6687,gift_card,3417.47,2024-08-22
5672,6688,gift_card,1094.05,2024-09-09
5673,6689,paypal,5595.18,2024-06-14
5674,6691,gift_card,2284.66,2025-01-02
5675,6692,gift_card,4183.84,2024-09-07
5676,6693,paypal,2201.79,2025-04-25
5677,6694,gift_card,5838.1,2024-09-29
5678,6695,credit_card,352.76,2024-06-30
5679,6696,bank_transfer,1243.56,2025-04-30
5680,6697,gift_card,3513.7,2024-07-07
5681,6698,gift_card,1294.57,2024-07-01
5682,6699,bank_transfer,1551.84,2024-05-06
5683,6700,paypal,4325.07,2024-11-27
5684,6701,bank_transfer,540.48,2025-04-07
5685,6702,credit_card,5400.55,2025-01-13
5686,6703,credit_card,1364.85,2024-07-21
5687,6704,paypal,3443.28,2025-03-02
5688,6706,credit_card,3454.57,2025-02-25
5689,6707,gift_card,329.6,2024-10-07
5690,6708,credit_card,3382.37,2025-03-20
5691,6710,credit_card,1894.96,2025-01-20
5692,6711,gift_card,1504.55,2024-08-16
5693,6712,paypal,4893.47,2025-03-10
5694,6713,paypal,158.2,2024-06-24
5695,6714,credit_card,1276.22,2024-12-17
5696,6717,credit_card,2821.02,2025-02-09
5697,6718,paypal,3298.97,2024-10-01
5698,6719,paypal,2459.28,2024-06-20
5699,6720,credit_card,1654.03,2024-07-24
5700,6721,paypal,2856.96,2024-11-18
5701,6722,bank_transfer,3421.4,2024-05-25
